book_id,authors,original_title,Urls
1727,Douglas Adams,The Long Dark Tea-Time of the Soul,https://play.google.com/store/books/details/Douglas_Adams_Long_Dark_Tea_Time_of_the_Soul?id=ueqwrE64BRcC
3750,"Douglas Preston, Lincoln Child",Reliquary,https://play.google.com/store/books/details/Douglas_Preston_Reliquary?id=Ot-YEdz32WsC
4627,"Douglas Preston, Lincoln Child",The Book of the Dead,https://play.google.com/store/books/details/Douglas_Preston_The_Book_of_the_Dead?id=R1VQMNao3r8C
5920,"Douglas Preston, Lincoln Child","The Wheel of Darkness (Pendergast, #8)",https://play.google.com/store/books/details/Douglas_Preston_The_Wheel_of_Darkness?id=nIyy7yHXFZIC
9115,"Douglas Preston, Lincoln Child",Gideon's Sword,https://play.google.com/store/books/details/Douglas_Preston_Gideon_s_Sword?id=l8iXQ4KF9AoC
358,Dr. Seuss,"Oh, the Places You'll Go!",https://play.google.com/store/books/details/Dr_Seuss_Oh_the_Places_You_ll_Go?id=1q_xAwAAQBAJ
2095,Dr. Seuss,The Sneetches and Other Stories,https://play.google.com/store/books/details/Dr_Seuss_The_Sneetches_and_Other_Stories?id=mLPxAwAAQBAJ
2512,Dr. Seuss,Mr. Brown Can Moo! Can You?,https://play.google.com/store/books/details/Dr_Seuss_Mr_Brown_Can_Moo_Can_You?id=P67xAwAAQBAJ
6334,Dr. Seuss,The Cat in the Hat Comes Back,https://play.google.com/store/books/details/Dr_Seuss_The_Cat_in_the_Hat_Comes_Back_Read_Listen?id=tbw4DwAAQBAJ
7611,Dr. Seuss,And to Think That I Saw It on Mulberry Street,https://play.google.com/store/books/details/Dr_Seuss_And_to_Think_That_I_Saw_It_on_Mulberry_St?id=9a3xAwAAQBAJ
2378,Elin Hilderbrand,Barefoot,https://play.google.com/store/books/details/Elin_Hilderbrand_Barefoot?id=1WcrzpzmsC8C
3766,Elin Hilderbrand,Silver Girl,https://play.google.com/store/books/details/Elin_Hilderbrand_Silver_Girl?id=Z3JhhMQLs1cC
4631,Elin Hilderbrand,Beautiful Day,https://play.google.com/store/books/details/Elin_Hilderbrand_Beautiful_Day?id=NiMFTj0A1KEC
5790,Elin Hilderbrand,The Blue Bistro,https://play.google.com/store/books/details/Elin_Hilderbrand_The_Blue_Bistro?id=MsnVwKldgBwC
3289,Ellen Schreiber,Vampire Kisses,https://play.google.com/store/books/details/Ellen_Schreiber_Vampire_Kisses_9_Immortal_Hearts?id=6Vg57zNKadcC
3967,Ellen Schreiber,Vampire Kisses: The Beginning (Vampire Kisses Omnibus),https://play.google.com/store/books/details/Ellen_Schreiber_Vampire_Kisses?id=co3oKhk49FEC&hl=en
6563,Ellen Schreiber,"Kissing Coffins (Vampire Kisses, #2)",https://play.google.com/store/books/details/Ellen_Schreiber_Vampire_Kisses_2_Kissing_Coffins?id=isRwtdwzzZkC
6635,Ellen Schreiber,"Love Bites (Vampire Kisses, #7)",https://play.google.com/store/books/details/Ellen_Schreiber_Vampire_Kisses_7_Love_Bites?id=vn8C-u9D-qoC
455,Emily Giffin,Something Blue,https://play.google.com/store/books/details/Emily_Giffin_Something_Blue?id=3ydnhB7waIEC
647,Emily Giffin,Baby Proof,https://play.google.com/store/books/details/Emily_Giffin_Baby_Proof?id=C28PveXXi68C
694,Emily Giffin,Love the One You're With,https://play.google.com/store/books/details/Emily_Giffin_Love_the_One_You_re_With?id=qBmLUNYUnuMC
1072,Emily Giffin,Heart of the Matter,https://play.google.com/store/books/details/Emily_Giffin_Heart_of_the_Matter?id=Q5QRRluMxecC
1268,Emily Giffin,Where We Belong,https://play.google.com/store/books/details/Emily_Giffin_Where_We_Belong?id=nZlYWAgMorUC
1397,Eoin Colfer,The Lost Colony,https://play.google.com/store/books/details/Eoin_Colfer_Lost_Colony_The_Artemis_Fowl_Book_5?id=MyM_wdUrD5sC
1764,Eoin Colfer,The Time Paradox,https://play.google.com/store/books/details/Eoin_Colfer_Time_Paradox_The_Artemis_Fowl_Book_6?id=AqUUDAXj7ToC
3339,Eoin Colfer,The Atlantis Complex,https://play.google.com/store/books/details/Eoin_Colfer_Atlantis_Complex_The_Artemis_Fowl_Book?id=viWC_Q7ImcoC
5444,Eoin Colfer,The Supernaturalist,https://play.google.com/store/books/details/Eoin_Colfer_The_Supernaturalist?id=30ZuZjVP7V0C
264,Ernest Hemingway,The Sun Also Rises,https://play.google.com/store/books/details/Ernest_Hemingway_The_Sun_Also_Rises?id=Yc7oAQAAQBAJ
401,Ernest Hemingway,A Farewell to Arms,https://play.google.com/store/books/details/Ernest_Hemingway_A_Farewell_to_Arms_Chinese?id=9sEFAwAAQBAJ
3126,Ernest Hemingway,The Complete Short Stories of Ernest Hemingway,https://play.google.com/store/books/details/Ernest_Hemingway_The_Complete_Short_Stories_Of_Ern?id=K2uH9Pzga1EC
7251,Ernest Hemingway,The Garden of Eden,https://play.google.com/store/books/details/Ernest_Hemingway_The_Garden_of_Eden?id=kpSCYmXR5K4C
4355,Heather Brewer,The Chronicles of Vladimir Tod: Eighth Grade Bites,https://play.google.com/store/books/details/Heather_Brewer_Eighth_Grade_Bites_1?id=xaK1AwAAQBAJ
5281,Heather Brewer,"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)",https://play.google.com/store/books/details/Heather_Brewer_Ninth_Grade_Slays_2?id=vvh8NuBhYGwC
6332,Heather Brewer,Tenth Grade Bleeds,https://play.google.com/store/books/details/Heather_Brewer_Tenth_Grade_Bleeds_3?id=wWL07n_9iqQC
2268,Jacqueline Winspear,Maisie Dobbs,https://play.google.com/store/books/details/Jacqueline_Winspear_Maisie_Dobbs_Bundle_1_Pardonab?id=XxO3pSKHUncC
6569,Jacqueline Winspear,Birds of a Feather,https://play.google.com/store/audiobooks/details/Jacqueline_Winspear_Birds_of_a_Feather?id=AQAAAACkqheqoM
6627,Jacqueline Winspear,Pardonable Lies,https://play.google.com/store/books/details/Jacqueline_Winspear_Pardonable_Lies?id=2771InPRaQ4C
7978,Jacqueline Winspear,The Mapping of Love and Death,https://play.google.com/store/books/details/Jacqueline_Winspear_The_Mapping_of_Love_and_Death?id=TIJNo2J1ghgC
777,Jane Green,Jemima J,https://play.google.com/store/books/details/Jane_Green_Jemima_J?id=UZ4Xp537IysC
3610,Jane Green,Babyville,https://play.google.com/store/books/details/Jane_Green_Babyville?id=qWtv6NIFcSsC
3912,Jane Green,The Beach House,https://play.google.com/store/books/details/Jane_Green_The_Beach_House?id=3YBKX4KMHqoC
4360,Jane Green,Second Chance,https://play.google.com/store/books/details/Jane_Green_Second_Chance?id=AU8GSt2Y9kEC
2047,Jean M. Auel,The Valley of Horses,https://play.google.com/store/books/details/Jean_M_Auel_The_Valley_of_Horses_with_Bonus_Conten?id=Zj48Ewc1QKcC
2406,Jean M. Auel,The Mammoth Hunters,https://play.google.com/store/books/details/Jean_M_Auel_The_Mammoth_Hunters_with_Bonus_Content?id=FJa4VR3svLMC
2965,Jean M. Auel,The Plains of Passage,https://play.google.com/store/books/details/Jean_M_Auel_The_Plains_of_Passage_with_Bonus_Conte?id=08qPf0Y3zeYC
3407,Jean M. Auel,The Shelters of Stone,https://play.google.com/store/books/details/Jean_M_Auel_The_Shelters_of_Stone_with_Bonus_Conte?id=FWowL8X2vwEC
310,Jennifer Weiner,Good in Bed,https://play.google.com/store/books/details/Jennifer_Weiner_Good_in_Bed?id=HLXsvfLMJu0C
1748,Jennifer Weiner,Goodnight Nobody,https://play.google.com/store/books/details/Jennifer_Weiner_Goodnight_Nobody?id=G9sC9FQBHNwC
2704,Jennifer Weiner,Then Came You,https://play.google.com/store/books/details/Jennifer_Weiner_Then_Came_You?id=dyj6AskSaLUC
4431,Jennifer Weiner,The Guy Not Taken: Stories,https://play.google.com/store/books/details/Jennifer_Weiner_The_Guy_Not_Taken?id=S3vRQUiABXEC
1816,John Scalzi,Redshirts,https://play.google.com/store/books/details/John_Scalzi_Redshirts?id=2myG-uWq5zQC
3013,John Scalzi,The Last Colony,https://play.google.com/store/books/details/John_Scalzi_The_Last_Colony?id=GwI3Sj_pwsUC
6152,John Scalzi,Fuzzy Nation,https://play.google.com/store/books/details/John_Scalzi_Fuzzy_Nation?id=2fuUMNAW34QC
8294,John Scalzi,The Android's Dream,https://play.google.com/store/books/details/John_Scalzi_The_Android_s_Dream?id=e8McCLTHqzUC
4919,Karen Kingsbury,Even Now,https://play.google.com/store/books/details/Karen_Kingsbury_Even_Now?id=sYEpagJ1454C
6222,Karen Kingsbury,Leaving,https://play.google.com/store/books/details/Karen_Kingsbury_Leaving?id=fa8Ilo7DVW4C
9301,Karen Kingsbury,Ever After,https://play.google.com/store/books/details/Karen_Kingsbury_Ever_After?id=wjLDlr60dogC
9617,Karen Kingsbury,Fame,https://play.google.com/store/books/details/Karen_Kingsbury_Fame?id=RKJf9Tkuun0C
3619,Karin Slaughter,Triptych,https://play.google.com/store/books/details/Karin_Slaughter_Triptych?id=8LdusZiVZdAC
4380,Karin Slaughter,Fractured,https://play.google.com/store/books/details/Karin_Slaughter_Fractured?id=H1mTj9fpjq4C
5359,Karin Slaughter,A Faint Cold Fear,https://play.google.com/store/books/details/Karin_Slaughter_A_Faint_Cold_Fear?id=8hgFjSsFv_cC
5771,Karin Slaughter,Faithless,https://play.google.com/store/books/details/Karin_Slaughter_Faithless?id=36is0AHzswsC
454,"Laura Joffe Numeroff, Felicia Bond",If You Give a Mouse a Cookie,https://play.google.com/store/books/details/Laura_Joffe_Numeroff_If_You_Give_a_Man_a_Cookie?id=16ckDwAAQBAJ
4616,Lisa Gardner,The Third Victim,https://play.google.com/store/books/details/Lisa_Gardner_The_Third_Victim?id=-jFl68uKkqUC
5799,Lisa Gardner,The Killing Hour,https://play.google.com/store/books/details/Lisa_Gardner_The_Killing_Hour?id=35L71S2eIHgC
8945,Lisa Gardner,The Next Accident,https://play.google.com/store/books/details/Lisa_Gardner_The_Next_Accident?id=MebMTXmeITIC
3935,Lisa Kleypas,Sugar Daddy,https://play.google.com/store/books/details/Lisa_Kleypas_Sugar_Daddy?id=Xo6fJ6MRMUoC
4278,Lisa Kleypas,Devil in Winter ,https://play.google.com/store/books/details/Lisa_Kleypas_The_Devil_in_Winter?id=nGhub68g5G0C
6020,Lisa Kleypas,Dreaming of You ,https://play.google.com/store/books/details/Lisa_Kleypas_Dreaming_of_You?id=1u5FfxyjtsAC
6741,Lisa Kleypas,Scandal in Spring,https://play.google.com/store/books/details/Lisa_Kleypas_Scandal_in_Spring?id=ze_ZyhBM4RUC
3621,Louise Penny,A Fatal Grace,https://play.google.com/store/books/details/Louise_Penny_A_Fatal_Grace?id=dkoS_1MQYPoC
4401,Louise Penny,"A Rule Against Murder (Armand Gamache, #4)",https://play.google.com/store/books/details/Louise_Penny_A_Rule_Against_Murder?id=hQGY0bitqK8C
4589,Louise Penny,Bury Your Dead,https://play.google.com/store/books/details/Louise_Penny_Bury_Your_Dead?id=_NaVar4pJ6cC
4595,Louise Penny,The Brutal Telling,https://play.google.com/store/books/details/Louise_Penny_The_Brutal_Telling?id=QXMNM1l8HuIC
5541,Margaret Peterson Haddix,"Among the Impostors (Shadow Children, #2)",https://play.google.com/store/books/details/Margaret_Peterson_Haddix_Among_the_Impostors?id=BlAE8ssxPv0C
6164,Margaret Peterson Haddix,Among the Betrayed,https://play.google.com/store/books/details/Margaret_Peterson_Haddix_Among_the_Betrayed?id=CZag_AT79V0C
7304,Margaret Peterson Haddix,Among the Barons,https://play.google.com/store/books/details/Margaret_Peterson_Haddix_Among_the_Barons?id=rFxEcarr9BEC
7514,Margaret Peterson Haddix,"Among the Brave (Shadow Children, #5)",https://play.google.com/store/books/details/Margaret_Peterson_Haddix_Among_the_Brave?id=7Mv4vgSas-UC
8510,Margaret Peterson Haddix,"Among the Enemy (Shadow Children, #6)",https://play.google.com/store/books/details/Margaret_Peterson_Haddix_Among_the_Enemy?id=glkWPDtTwW0C
3702,Maria V. Snyder,Fire Study,https://play.google.com/store/books/details/Maria_V_Snyder_Fire_Study?id=IYvaf8ocfR4C
5156,Maria V. Snyder,Touch of Power,https://play.google.com/store/books/details/Maria_V_Snyder_Touch_of_Power?id=fjxADwAAQBAJ
7957,Maria V. Snyder,Scent of Magic,https://play.google.com/store/books/details/Maria_V_Snyder_Scent_of_Magic?id=XklCDwAAQBAJ
9976,Maria V. Snyder,Sea Glass,https://play.google.com/store/books/details/Maria_V_Snyder_Sea_Glass?id=g-0uDwAAQBAJ
5014,Mary Higgins Clark,Two Little Girls in Blue,https://play.google.com/store/books/details/Mary_Higgins_Clark_Two_Little_Girls_in_Blue?id=NOz-Zy6AxcgC
5797,Mary Higgins Clark,You Belong to Me,https://play.google.com/store/books/details/Mary_Higgins_Clark_You_Belong_To_Me?id=pZ-7ro80YuMC
9885,Mary Higgins Clark,I'll Walk Alone,https://play.google.com/store/books/details/Mary_Higgins_Clark_I_ll_Walk_Alone?id=uWy3rhbJvScC
7566,Mary Kay Andrews,The Fixer Upper,https://play.google.com/store/books/details/Mary_Kay_Andrews_The_Fixer_Upper?id=CBjsRXWqucgC
7698,Mary Kay Andrews,Ladies' Night ,https://play.google.com/store/books/details/Mary_Kay_Andrews_Ladies_Night?id=rfHSAwAAQBAJ
7721,Mary Kay Andrews,Savannah Blues,https://play.google.com/store/books/details/Mary_Kay_Andrews_Savannah_Blues?id=iRYoJyGf7EMC
2901,MaryJanice Davidson,Undead and Unwed,https://play.google.com/store/books/details/MaryJanice_Davidson_Undead_and_Unwed?id=I--iLdSrDgUC
4730,MaryJanice Davidson,Undead and Unemployed,https://play.google.com/store/books/details/MaryJanice_Davidson_Undead_and_Unemployed?id=lSan7-WQSNgC
8134,MaryJanice Davidson,Undead and Unreturnable,https://play.google.com/store/books/details/MaryJanice_Davidson_Undead_and_Unreturnable?id=hHEnEA102H8C
8236,MaryJanice Davidson,Undead and Unappreciated,https://play.google.com/store/books/details/MaryJanice_Davidson_Undead_and_Unappreciated?id=CFCqgieGRbwC
1735,Meg Cabot,"Size 12 Is Not Fat (Heather Wells, #1)",https://play.google.com/store/books/details/Meg_Cabot_Size_12_Is_Not_Fat?id=XEvWqD4s9CsC
4218,Meg Cabot,Queen of Babble Gets Hitched,https://play.google.com/store/books/details/Meg_Cabot_Queen_of_Babble_Gets_Hitched?id=Novmnc_6xj4C
7308,Meg Cabot,Jinx,https://play.google.com/store/books/details/Meg_Cabot_Jinx?id=Y0tudBTJHKgC
7558,Meg Cabot,Teen Idol,https://play.google.com/store/books/details/Meg_Cabot_Teen_Idol?id=i4xHgPTNNYgC
7880,Meg Cabot,Princess Mia,https://play.google.com/store/audiobooks/details/Meg_Cabot_Princess_Mia?id=AQAAAACjF3gXyM&hl=en
875,Melissa Marr,Wicked Lovely ,https://play.google.com/store/books/details/Melissa_Marr_Wicked_Lovely?id=M7a0asTZ9LAC
4076,Melissa Marr,Fragile Eternity,https://play.google.com/store/books/details/Melissa_Marr_Fragile_Eternity?id=nnG1GnqeK7YC
4223,Melissa Marr,Radiant Shadows,https://play.google.com/store/books/details/Melissa_Marr_Radiant_Shadows?id=JA168iHGJi8C
4562,Melissa Marr,Darkest Mercy,https://play.google.com/store/books/details/Melissa_Marr_Darkest_Mercy?id=Rmib75Yins8C
3316,"Michael Buckley, Peter Ferguson",The Fairy-Tale Detectives,https://play.google.com/store/books/details/Michael_Buckley_The_Fairy_Tale_Detectives_Sisters?id=2rDgwCrzImUC
7116,"Michael Buckley, Peter Ferguson",The Unusual Suspects,https://play.google.com/store/books/details/Michael_Buckley_The_Unusual_Suspects_Sisters_Grimm?id=ZCmOx5EHoikC
8173,"Michael Buckley, Peter Ferguson",The Problem Child,https://play.google.com/store/books/details/Michael_Buckley_The_Problem_Child_Sisters_Grimm_3?id=79BNkk-PsgEC
8557,"Michael Buckley, Peter Ferguson",Tales From the Hood,https://play.google.com/store/books/details/Michael_Buckley_Tales_from_the_Hood_Sisters_Grimm?id=ZwXNTEyuJ2EC
795,Nick Hornby,About a Boy,https://play.google.com/store/books/details/Nick_Hornby_About_a_Boy?id=bX4cfmLisJ8C
3195,Nick Hornby,"Juliet, Naked",https://play.google.com/store/books/details/Nick_Hornby_Juliet_Naked?id=JtywcA5GBI8C
5474,Nick Hornby,Slam,https://play.google.com/store/books/details/Nick_Hornby_Slam?id=2Ph1UnjMqfUC
9083,Nick Hornby,31 Songs,https://play.google.com/store/books/details/Nick_Hornby_Songbook?id=bltSmp8ylNoC
1636,Patricia Briggs,Iron Kissed,https://play.google.com/store/books/details/Patricia_Briggs_Iron_Kissed?id=wtPUgAIvgvMC
1962,Patricia Briggs,Silver Borne,https://play.google.com/store/books/details/Patricia_Briggs_Silver_Borne?id=Nwb8RCQrppkC
2126,Patricia Briggs,Cry Wolf,https://play.google.com/store/books/details/Patricia_Briggs_Cry_Wolf?id=_yzRJY_M0RIC
1869,"Patricia C. Wrede, Peter de Sève",Dealing with Dragons,https://play.google.com/store/books/details/Patricia_C_Wrede_Dealing_with_Dragons?id=SwDIBQAAQBAJ&hl=en
1696,Rachel Caine,Glass Houses,https://play.google.com/store/books/details/Rachel_Caine_Glass_Houses?id=YQx5N9QCX98C
3687,Rachel Caine,Lord of Misrule,https://play.google.com/store/books/details/Rachel_Caine_Lord_of_Misrule?id=GGae7FB3zoQC
3970,Rachel Caine,Ghost Town,https://play.google.com/store/books/details/Rachel_Caine_Ghost_Town?id=Q7Jk307w-XkC
4446,Rachel Caine,Fade Out,https://play.google.com/store/books/details/Rachel_Caine_Fade_Out?id=-pn7E5jeIIgC
3298,Robin Hobb,Ship of Destiny,https://play.google.com/store/books/details/Robin_Hobb_Ship_of_Destiny?id=HpMWOticUDYC
5960,Robin Hobb,Dragon Haven,https://play.google.com/store/books/details/Robin_Hobb_Dragon_Haven?id=vdDlx24axzQC
6830,Robin Hobb,City of Dragons,https://play.google.com/store/books/details/Robin_Hobb_City_of_Dragons?id=IduwMZ-PAbYC
8142,Robin Hobb,Forest Mage,https://play.google.com/store/books/details/Robin_Hobb_Forest_Mage?id=4IKnPvirUXcC
7284,Sara Zarr,Sweethearts,https://play.google.com/store/books/details/Sara_Zarr_Sweethearts?id=R93u_CineaoC
8100,Sara Zarr,How to Save a Life,https://play.google.com/store/books/details/Sara_Zarr_How_to_Save_a_Life?id=mndaHx_a2BoC
8298,Sara Zarr,Story of a Girl,https://play.google.com/store/books/details/Sara_Zarr_Story_of_a_Girl?id=BDDdQOXkO1wC
1175,Shannon Hale,The Goose Girl,https://play.google.com/store/books/details/Shannon_Hale_The_Goose_Girl?id=XlWxsc_2OPYC
1791,Shannon Hale,Austenland,https://play.google.com/store/books/details/Shannon_Hale_Midnight_in_Austenland?id=sYBfzUUyt8EC
7020,Shannon Hale,Forest Born,https://play.google.com/store/books/details/Shannon_Hale_Forest_Born?id=2bPCWfmQW2QC
3936,"Stan Berenstain, Jan Berenstain",The Berenstain Bears and the Messy Room,https://play.google.com/store/books/details/Stan_Berenstain_The_Berenstain_Bears_and_the_Messy?id=s8rfmpJ0yYIC
3,Stephenie Meyer,Twilight,https://play.google.com/store/books/details/Stephenie_Meyer_Twilight?id=ZfjzX7M8zt0C
52,Stephenie Meyer,Eclipse,https://play.google.com/store/books/details/Stephenie_Meyer_Eclipse?id=lw99Oii9R90C
56,Stephenie Meyer,Breaking Dawn,https://play.google.com/store/books/details/Stephenie_Meyer_Breaking_Dawn?id=kcsqGna7fBIC
73,Stephenie Meyer,The Host,https://play.google.com/store/books/details/Stephenie_Meyer_The_Host?id=50bgmKq-BQ0C
4088,Stephenie Meyer,The Twilight Saga: The Official Guide,https://play.google.com/store/books/details/Stephenie_Meyer_The_Twilight_Saga_The_Official_Ill?id=vwPI9oJXKiIC
2385,Tad Williams,The Dragonbone Chair,https://play.google.com/store/books/details/Tad_Williams_The_Dragonbone_Chair?id=5VTxcBktoyIC
3291,Tad Williams,Stone of Farewell,https://play.google.com/store/books/details/Tad_Williams_The_Stone_of_Farewell?id=amuyV4ojBqIC
7258,Tad Williams,To Green Angel Tower (Siege),https://play.google.com/store/books/details/Tad_Williams_To_Green_Angel_Tower?id=4e_RZ8Ez4fIC
9019,Tad Williams,Mountain of Black Glass,https://play.google.com/store/books/details/Tad_Williams_Otherland_Mountain_of_Black_Glass?id=pAcaKbvffxAC&hl=en
3035,Tess Gerritsen,Vanish,https://play.google.com/store/books/details/Tess_Gerritsen_Vanish?id=-F7oqyLU8yEC
3431,Tess Gerritsen,Body Double,https://play.google.com/store/books/details/Tess_Gerritsen_Body_Double?id=fKuky7ijCSsC
3940,Tess Gerritsen,Ice Cold,https://play.google.com/store/books/details/Tess_Gerritsen_Ice_Cold?id=k0X1rJINXv8C
4802,Tess Gerritsen,The Keepsake,https://play.google.com/store/books/details/Tess_Gerritsen_The_Keepsake?id=Cyly4t2jHMsC
4876,Tess Gerritsen,The Silent Girl,https://play.google.com/store/books/details/Tess_Gerritsen_The_Silent_Girl_with_bonus_short_st?id=ZuJUrm3uuSQC
1972,Tom Clancy,Without Remorse,https://play.google.com/store/books/details/Tom_Clancy_Without_Remorse?id=aCTz3_0gOvwC
2673,Tom Clancy,Rainbow Six,https://play.google.com/store/books/details/Tom_Clancy_Rainbow_Six?id=glmWVMH018wC
2730,Tom Clancy,The Cardinal of the Kremlin,https://play.google.com/store/books/details/Tom_Clancy_The_Cardinal_of_the_Kremlin?id=sOmokHWIa-sC
2859,Tom Clancy,Debt of Honor,https://play.google.com/store/books/details/Tom_Clancy_Debt_of_Honor?id=cusXI3MVq0IC
5655,Tom Clancy,The Bear and the Dragon,https://play.google.com/store/books/details/Tom_Clancy_The_Bear_and_the_Dragon?id=B0oJPv_XEjIC
