book_id,authors,original_title,Urls
4070,Anne McCaffrey,Dragonquest,https://play.google.com/store/books/details/Anne_McCaffrey_Dragonquest?id=OQmq7G-d1J4C
7119,Anne McCaffrey,The Ship Who Sang,https://play.google.com/store/books/details/Anne_McCaffrey_The_Ship_Who_Sang?id=mL2XDQAAQBAJ
8667,Anne McCaffrey,Crystal Singer,https://play.google.com/store/books/details/Anne_McCaffrey_Crystal_Singer?id=033Ui5-ctO8C
238,Augusten Burroughs,Running with Scissors,https://play.google.com/store/books/details/Augusten_Burroughs_Running_with_Scissors?id=Jtl22vJHVlkC
1856,Augusten Burroughs,Magical Thinking: True Stories,https://play.google.com/store/books/details/Augusten_Burroughs_Magical_Thinking?id=IiZPveixpPcC
2233,Augusten Burroughs,Possible Side Effects,https://play.google.com/store/books/details/Augusten_Burroughs_Possible_Side_Effects?id=AAsnOly1yMQC
859,Brent Weeks,The Way of Shadows,https://play.google.com/store/books/details/Brent_Weeks_The_Way_of_Shadows_The_Graphic_Novel?id=iSYaBAAAQBAJ
1412,Brent Weeks,Shadow's Edge,https://play.google.com/store/books/details/Brent_Weeks_Shadow_s_Edge?id=mLI7hTGirWEC
1546,Brent Weeks,The Black Prism,https://play.google.com/store/books/details/Brent_Weeks_The_Black_Prism?id=1QAHs3JSVnEC
1809,Brian Jacques,Mossflower,https://play.google.com/store/books/details/Brian_Jacques_Mossflower?id=4KGPDAAAQBAJ
2376,Brian Jacques,Lord Brocktree,https://play.google.com/store/books/details/Brian_Jacques_Lord_Brocktree?id=VaSPDAAAQBAJ
7383,Brian Jacques,Outcast of Redwall,https://play.google.com/store/books/details/Brian_Jacques_Outcast_of_Redwall?id=C6SPDAAAQBAJ
1780,C.C. Hunter,Born at Midnight,https://play.google.com/store/books/details/C_C_Hunter_Born_at_Midnight?id=k4_A4hmDOBkC
2712,C.C. Hunter,Awake at Dawn,https://play.google.com/store/books/details/C_C_Hunter_Awake_at_Dawn?id=HitTdN_Ev7IC
3318,Caragh M. O'Brien,Birthmarked,https://play.google.com/store/books/details/Caragh_M_O_Brien_Birthmarked_Chapters_1_5?id=YWCxr9RiAsAC
6550,Caragh M. O'Brien,Prized,https://play.google.com/store/books/details/Caragh_M_O_Brien_Prized?id=_VmQAMHtgXsC
9937,Caragh M. O'Brien,Promised,https://play.google.com/store/books/details/Caragh_M_O_Brien_Promised?id=A2SmcRburbEC
269,Cecelia Ahern,"PS, I Love You",https://play.google.com/store/books/details/Cecelia_Ahern_PS_I_Love_You?id=KY6ZAAAAQBAJ
3503,Cecelia Ahern,If You Could See Me Now,https://play.google.com/store/books/details/Cecelia_Ahern_If_You_Could_See_Me_Now?id=hSOZAAAAQBAJ
4340,Chloe Neill,Friday Night Bites: A Chicagoland Vampires Novel ,https://play.google.com/store/books/details/Chloe_Neill_Friday_Night_Bites?id=EN3E_8eU8aMC
5744,Chloe Neill,Hard Bitten,https://play.google.com/store/books/details/Chloe_Neill_Hard_Bitten?id=W8DUEckrNJgC
8208,Chloe Neill,"Drink Deep (Chicagoland Vampires, #5)",https://play.google.com/store/books/details/Chloe_Neill_Drink_Deep?id=WDW4zYY9aC0C
4398,Chris Anderson,The Long Tail: Why the Future of Business Is Selling Less of More,https://play.google.com/store/books/details/Chris_Anderson_The_Long_Tail?id=DTeZAAAAQBAJ
8736,Chris Anderson,Free: The Future of a Radical Price,https://play.google.com/store/books/details/Chris_Anderson_Free?id=EauZAAAAQBAJ
5266,Christina Lauren,Beautiful Bitch,https://play.google.com/store/books/details/Christina_Lauren_Beautiful_Bitch?id=Lz6CjVY-6iYC
7061,Christina Lauren,Beautiful Bombshell,https://play.google.com/store/books/details/Christina_Lauren_Beautiful_Bombshell?id=041zmEWNR1gC
53,Christopher Paolini,Eragon,https://play.google.com/store/books/details/Christopher_Paolini_Eragon?id=Xt9e9yLsyuAC
345,Christopher Paolini,Eldest,https://play.google.com/store/books/details/Christopher_Paolini_Eldest?id=udXLjxfGjDUC
648,Christopher Paolini,Inheritance,https://play.google.com/store/books/details/Christopher_Paolini_Inheritance?id=fgCnGzN9NakC
3637,Christopher Pike,Thirst No. 1,https://play.google.com/store/books/details/Christopher_Pike_Thirst_No_1?id=H6RM8y3vyMsC
3842,Christopher Pike,Thirst No. 2,https://play.google.com/store/books/details/Christopher_Pike_Thirst_No_2?id=aqVG52RS55cC
5542,Christopher Pike,The Eternal Dawn,https://play.google.com/store/books/details/Christopher_Pike_Thirst_No_3?id=s14SMGO4tv4C
951,Chuck Palahniuk,Survivor,https://play.google.com/store/books/details/Chuck_Palahniuk_Survivor_A_Novel?id=pcsQA8MDdYAC
1645,Chuck Palahniuk,Rant: An Oral Biography of Buster Casey,https://play.google.com/store/books/details/Chuck_Palahniuk_Rant?id=O1xIcDiultoC
2011,Chuck Palahniuk,Snuff,https://play.google.com/store/books/details/Chuck_Palahniuk_Snuff?id=d2Og-8Szx9oC
2134,Claudia Gray,Evernight,https://play.google.com/store/books/details/Claudia_Gray_Evernight?id=VSXGRRydKRoC
5473,Claudia Gray,Afterlife,https://play.google.com/store/books/details/Claudia_Gray_Afterlife?id=OHCOIySmsLYC
5469,Clive Barker,Abarat,https://play.google.com/store/books/details/Clive_Barker_Abarat?id=_p4euJzgg_EC
7092,Clive Barker,Cabal,https://play.google.com/store/books/details/Clive_Barker_Cabal?id=N9wxDwAAQBAJ
8832,Clive Barker,"Days of Magic, Nights of War",https://play.google.com/store/books/details/Clive_Barker_Abarat_Days_of_Magic_Nights_of_War?id=5Sd_Zeh-hRMC
4798,Conn Iggulden,Genghis: Birth of an Empire,https://play.google.com/store/books/details/Conn_Iggulden_Genghis_Birth_of_an_Empire?id=uffbYSjVi94C
9334,Conn Iggulden,"The Field of Swords (Emperor, #3)",https://play.google.com/store/books/details/Conn_Iggulden_Emperor_The_Field_of_Swords?id=exrVmUGEtosC
9498,Conn Iggulden,The Gods of War,https://play.google.com/store/books/details/Conn_Iggulden_Emperor_The_Gods_of_War?id=g6RhsNiDSLsC
1371,Dan Ariely,Predictably Irrational: The Hidden Forces that Shape Our Decisions,https://play.google.com/store/books/details/Dr_Dan_Ariely_Predictably_Irrational_Revised_and_E?id=T-db9SRf0XsC
4417,Dan Ariely,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,https://play.google.com/store/books/details/Dr_Dan_Ariely_The_Upside_of_Irrationality?id=If-ARt-a2kkC
7469,Dan Simmons,Summer of Night,https://play.google.com/store/books/details/Dan_Simmons_Summer_of_Night?id=pfGMLmJLkQEC
8432,Dan Simmons,Olympos,https://play.google.com/store/books/details/Dan_Simmons_Olympos?id=fbDcP1kOfQIC
8375,Daniel C. Dennett,Darwin's Dangerous Idea: Evolution and the Meanings of Life,https://play.google.com/store/books/details/Daniel_C_Dennett_Darwin_s_Dangerous_Idea?id=Y77BAwAAQBAJ
8915,Daniel C. Dennett,Breaking the Spell: Religion as a Natural Phenomenon,https://play.google.com/store/books/details/Daniel_C_Dennett_Breaking_the_Spell?id=FSYJxLz6zmcC
2803,Darynda Jones,First Grave on the Right,https://play.google.com/store/books/details/Darynda_Jones_First_Grave_on_the_Right?id=hMS79YvuL2QC
4897,Darynda Jones,Second Grave on the Left,https://play.google.com/store/books/details/Darynda_Jones_Second_Grave_on_the_Left?id=Or-fNjlOQ8oC
9052,Darynda Jones,Sixth Grave on the Edge,https://play.google.com/store/books/details/Darynda_Jones_Sixth_Grave_on_the_Edge?id=haqfAgAAQBAJ
4266,David Brin,Startide Rising,https://play.google.com/store/audiobooks/details/David_Brin_Startide_Rising?id=AQAAAABNhhaGSM
5356,David Brin,The Uplift War,https://play.google.com/store/audiobooks/details/David_Brin_The_Uplift_War?id=AQAAAADPthO2zM
1657,David Foster Wallace,Infinite Jest,https://play.google.com/store/books/details/David_Foster_Wallace_Infinite_Jest?id=Nhe2yvx6hP8C
9630,David Foster Wallace,Oblivion,https://play.google.com/store/books/details/David_Foster_Wallace_Oblivion?id=9U5v5GNfB2kC
1025,Donald Miller,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,https://play.google.com/store/books/details/Donald_Miller_Blue_Like_Jazz?id=zBGm6vxcI4cC
4643,Donald Miller,A Million Miles in a Thousand Years: What I Learned While Editing My Life,https://play.google.com/store/audiobooks/details/Donald_Miller_A_Million_Miles_in_a_Thousand_Years?id=AQAAAAAeVwRXCM
4861,Donald Miller,Searching for God Knows What,https://play.google.com/store/books/details/Donald_Miller_Searching_for_God_Knows_What?id=YoYRhyRs-zsC
1061,Elizabeth George Speare,The Witch of Blackbird Pond,https://play.google.com/store/books/details/Elizabeth_George_Speare_The_Witch_of_Blackbird_Pon?id=xwssirMuDTIC
7714,Elizabeth George Speare,The Bronze Bow,https://play.google.com/store/audiobooks/details/Elizabeth_George_Speare_The_Bronze_Bow?id=AQAAAEAsvTj9BM
1604,Ellen Hopkins,Impulse,https://play.google.com/store/books/details/Ellen_Hopkins_Impulse?id=N-dJPoqbfrsC
2072,Ellen Hopkins,"Burned (Burned, #1)",https://play.google.com/store/books/details/Ellen_Hopkins_Burned?id=bL6IQwC-JywC
5480,Frank E. Peretti,Monster,https://play.google.com/store/books/details/Frank_E_Peretti_Monster?id=bZUGCYAHozcC
7534,Frank E. Peretti,Prophet,https://play.google.com/store/books/details/Frank_Peretti_Prophet?id=fd3KhyuOsH8C
5648,Gail Tsukiyama,The Samurai's Garden,https://play.google.com/store/books/details/Gail_Tsukiyama_The_Samurai_s_Garden?id=9Wk_f67mqJ0C
7458,Gail Tsukiyama,Women of the Silk,https://play.google.com/store/books/details/Gail_Tsukiyama_Women_of_the_Silk?id=LzaJoRY4AdgC
5735,Glen Cook,Chronicles of The Black Company (The Black Company / Shadows Linger / The White Rose),https://play.google.com/store/books/details/Glen_Cook_Chronicles_of_the_Black_Company?id=X-CnAZrADFkC
9525,Glen Cook,Shadows Linger,https://play.google.com/store/books/details/Glen_Cook_Shadows_Linger?id=xCzUZgnICJcC
9609,Glen Cook,The White Rose,https://play.google.com/store/books/details/Glen_Cook_The_White_Rose?id=KL2THVB9Q6UC
4355,Heather Brewer,The Chronicles of Vladimir Tod: Eighth Grade Bites,https://play.google.com/store/books/details/Heather_Brewer_Eighth_Grade_Bites_1?id=xaK1AwAAQBAJ
5281,Heather Brewer,"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)",https://play.google.com/store/books/details/Heather_Brewer_Ninth_Grade_Slays_2?id=vvh8NuBhYGwC
6332,Heather Brewer,Tenth Grade Bleeds,https://play.google.com/store/books/details/Heather_Brewer_Tenth_Grade_Bleeds_3?id=wWL07n_9iqQC
9047,Iris Johansen,The Search,https://play.google.com/store/books/details/Iris_Johansen_The_Search?id=ohii9rGckGwC
9987,Iris Johansen,Chasing The Night,https://play.google.com/store/books/details/Iris_Johansen_Chasing_the_Night?id=HBLxQEwd-DsC
7,J.R.R. Tolkien,The Hobbit or There and Back Again,https://play.google.com/store/books/details/J_R_R_Tolkien_The_Hobbit?id=OlCHcjX0RT4C
155,J.R.R. Tolkien,The Two Towers,https://play.google.com/store/books/details/J_R_R_Tolkien_The_Two_Towers?id=12e8PJ2T7sQC
161,J.R.R. Tolkien,The Return of the King,https://play.google.com/store/books/details/J_R_R_Tolkien_The_Return_of_the_King?id=WZ0f_yUgc0UC
3410,James A. Michener,Centennial,https://play.google.com/store/books/details/James_A_Michener_Centennial?id=LU40AQAAQBAJ
7644,James A. Michener,Chesapeake,https://play.google.com/store/books/details/James_A_Michener_Chesapeake?id=FVI0AQAAQBAJ
3163,"James Patterson, Michael Ledwidge",Step on a Crack,https://play.google.com/store/books/details/James_Patterson_Step_on_a_Crack?id=gUG_64D2FuIC
3823,"James Patterson, Michael Ledwidge",Now You See Her,https://play.google.com/store/books/details/James_Patterson_Now_You_See_Her?id=XMRDYnfmgmsC
8777,"James Patterson, Michael Ledwidge",The Dangerous Days of Daniel X,https://play.google.com/store/books/details/James_Patterson_The_Dangerous_Days_of_Daniel_X?id=rP4TMNJ2yewC
7722,James Rollins,Excavation,https://play.google.com/store/books/details/James_Rollins_Excavation?id=6IcNTUbEJhsC
8171,James Rollins,Altar of Eden,https://play.google.com/store/books/details/James_Rollins_Altar_of_Eden?id=0-zaWVQMKVQC
1381,Jasper Fforde,The Eyre Affair,https://play.google.com/store/books/details/Jasper_Fforde_The_Eyre_Affair?id=bErH8jzotBoC
4686,Jasper Fforde,The Big Over Easy,https://play.google.com/store/books/details/Jasper_Fforde_The_Big_Over_Easy?id=hhtKylOMly8C
6816,Jasper Fforde,The Fourth Bear,https://play.google.com/store/books/details/Jasper_Fforde_The_Fourth_Bear?id=ecJo6CwZlO0C
2275,Jeaniene Frost,Destined for an Early Grave,https://play.google.com/store/books/details/Jeaniene_Frost_Destined_For_an_Early_Grave?id=ZVxoZL01iB4C
2287,Jeaniene Frost,At Grave's End,https://play.google.com/store/books/details/Jeaniene_Frost_At_Grave_s_End?id=D4vuiUXazLsC
3527,Jeaniene Frost,"Once Burned (Night Prince, #1)",https://play.google.com/store/books/details/Jeaniene_Frost_Once_Burned?id=-fR6YNCIUewC
1066,Jenny Han,The Summer I Turned Pretty,https://play.google.com/store/books/details/Jenny_Han_The_Summer_I_Turned_Pretty?id=u2Opn0bJGbwC
1284,Jenny Han,It's Not Summer Without You,https://play.google.com/store/books/details/Jenny_Han_It_s_Not_Summer_Without_You?id=TcHzLfehDDUC
1614,Jenny Han,We'll Always Have Summer,https://play.google.com/store/books/details/Jenny_Han_We_ll_Always_Have_Summer?id=39RLHHNLpOkC
6244,Jessica Day George,"Dragon Slippers (Dragon Slippers, #1)",https://play.google.com/store/books/details/Jessica_Day_George_Dragon_Slippers?id=ji7DM5YTbIAC
7502,Jessica Day George,"Dragon Flight (Dragon Slippers, #2)",https://play.google.com/store/books/details/Jessica_Day_George_Dragon_Flight?id=LKR_oFu4Ai0C
8910,Jessica Day George,"Sun and Moon, Ice and Snow",https://play.google.com/store/books/details/Jessica_Day_George_Sun_and_Moon_Ice_and_Snow?id=oSzSAQAAQBAJ
1902,John Grisham,The Associate,https://play.google.com/store/books/details/John_Grisham_The_Associate?id=EEQ7N5AtGIEC
2607,John Grisham,The Appeal,https://play.google.com/store/books/details/John_Grisham_The_Appeal?id=evRdc-G7RfMC
2815,John Grisham,Playing For Pizza,https://play.google.com/store/books/details/John_Grisham_Playing_for_Pizza?id=-M_2TvpqCmUC
8930,Jon Ronson,Them: Adventures with Extremists,https://play.google.com/store/books/details/Jon_Ronson_Them?id=sAkIzp3YLM8C
9949,Jon Ronson,The Men Who Stare at Goats,https://play.google.com/store/books/details/Jon_Ronson_The_Men_Who_Stare_at_Goats?id=KrwdbEHBd6AC
6579,Joshilyn Jackson,Gods in Alabama,https://play.google.com/store/books/details/Joshilyn_Jackson_Gods_in_Alabama?id=_XABK3uXLiAC
9170,Joshilyn Jackson,"Between, Georgia",https://play.google.com/store/books/details/Joshilyn_Jackson_Between_Georgia?id=b1dUqJuFtIAC
2238,Julia Quinn,The Duke and I,https://play.google.com/store/books/details/Julia_Quinn_The_Duke_and_I_With_2nd_Epilogue?id=Nu0QBwAAQBAJ
5899,Julia Quinn,An Offer From a Gentleman,https://play.google.com/store/books/details/Julia_Quinn_An_Offer_From_a_Gentleman_With_2nd_Epi?id=7-0QBwAAQBAJ
6210,Julie Garwood,Ransom,https://play.google.com/store/books/details/Julie_Garwood_Ransom?id=S6PGWmtlroMC
6372,Julie Garwood,Heartbreaker,https://play.google.com/store/books/details/Julie_Garwood_Heartbreaker?id=R-AHJC_9D9sC
1891,Karen Marie Moning,Dreamfever,https://play.google.com/store/books/details/Karen_Marie_Moning_Dreamfever?id=yUPNArC9jQcC
1901,Karen Marie Moning,Shadowfever,https://play.google.com/store/books/details/Karen_Marie_Moning_Shadowfever?id=2H4J8ZbGhkAC
1946,Karen Marie Moning,Faefever,https://play.google.com/store/books/details/Karen_Marie_Moning_Faefever?id=wv-0rZU4JMUC
3958,Kate Atkinson,When Will There Be Good News?,https://play.google.com/store/books/details/Kate_Atkinson_When_Will_There_Be_Good_News?id=UpqShhWXQOcC
5468,Kate Atkinson,One Good Turn,https://play.google.com/store/books/details/Kate_Atkinson_One_Good_Turn?id=ue04rbmlPyUC
880,Kelley Armstrong,The Summoning,https://play.google.com/store/books/details/Kelley_Armstrong_The_Summoning?id=Tfg1AQQ-YO0C
2996,Kelley Armstrong,The Gathering,https://play.google.com/store/books/details/Kelley_Armstrong_The_Gathering?id=42HnEenlw_EC
4901,Kelley Armstrong,Industrial Magic,https://play.google.com/store/books/details/Kelley_Armstrong_Industrial_Magic?id=0AVdDVI33XEC
4905,Ken Follett,Whiteout,https://play.google.com/store/books/details/Ken_Follett_Whiteout?id=dfzMstVotdkC
8386,Ken Follett,Hornet Flight,https://play.google.com/store/books/details/Ken_Follett_Hornet_Flight?id=SR8OEIQqfPoC
4470,Kresley Cole,Poison Princess,https://play.google.com/store/books/details/Kresley_Cole_Poison_Princess?id=CQgZtgB5iHoC
5017,Kresley Cole,Dreams of a Dark Warrior,https://play.google.com/store/books/details/Kresley_Cole_Dreams_of_a_Dark_Warrior?id=SWZ4FCf3LiQC
1210,L.M. Montgomery,Anne of Avonlea,https://play.google.com/store/books/details/L_M_Montgomery_Anne_of_Avonlea_Complete_Text?id=X5GBWK67kHsC
3904,L.M. Montgomery,Anne of Ingleside,https://play.google.com/store/books/details/L_M_Montgomery_Anne_of_Ingleside?id=5UQrAQAAQBAJ
6505,L.M. Montgomery,The Blue Castle,https://play.google.com/store/books/details/Lucy_Maud_Montgomery_The_Blue_Castle?id=aZN9CgAAQBAJ
4801,Lara Adrian,Kiss of Crimson ,https://play.google.com/store/books/details/Lara_Adrian_Kiss_of_Crimson?id=xKOiyh5KvFAC
6513,Lara Adrian,Shades of Midnight,https://play.google.com/store/books/details/Lara_Adrian_Shades_of_Midnight?id=HadOgRx1-mIC
9414,Lara Adrian,Deeper than Midnight,https://play.google.com/store/books/details/Lara_Adrian_Deeper_Than_Midnight?id=WmAS83DMj30C
5078,Lauren Conrad,L.A. Candy,https://play.google.com/store/books/details/Lauren_Conrad_L_A_Candy?id=Q2OHIJ5W94IC
7201,Lauren Conrad,Sugar and Spice,https://play.google.com/store/books/details/Lauren_Conrad_Sugar_and_Spice?id=hWLYGr4SOFwC
9596,Lauren Conrad,Sugar and Spice (L.A. Candy #3),https://play.google.com/store/books/details/Lauren_Conrad_Sugar_and_Spice?id=hWLYGr4SOFwC
3475,Lisa Scottoline,Look Again,https://play.google.com/store/books/details/Lisa_Scottoline_Look_Again?id=sjQEUFzH8lcC
9820,Lisa Scottoline,Think Twice,https://play.google.com/store/books/details/Lisa_Scottoline_Think_Twice?id=xurCDqruAkoC
4679,Lynsay Sands,A Quick Bite,https://play.google.com/store/books/details/Lynsay_Sands_A_Quick_Bite?id=wxDK9VPzcVEC
9066,Lynsay Sands,Bite Me If You Can,https://play.google.com/store/books/details/Lynsay_Sands_Bite_Me_If_You_Can?id=fzZXLPRzXsQC
9817,Lynsay Sands,Vampires are Forever,https://play.google.com/store/books/details/Lynsay_Sands_Vampires_Are_Forever?id=bXRcJ6DyMU8C
193,Malcolm Gladwell,Outliers: The Story of Success,https://play.google.com/store/books/details/Malcolm_Gladwell_Outliers?id=3NSImqqnxnkC
211,Malcolm Gladwell,Blink: The Power of Thinking Without Thinking,https://play.google.com/store/books/details/Malcolm_Gladwell_Blink?id=VKGbb1hg8JAC
2610,Marian Keyes,Lucy Sullivan is Getting Married,https://play.google.com/store/books/details/Marian_Keyes_Lucy_Sullivan_Is_Getting_Married?id=ko8BxVvaKzUC
3016,Marian Keyes,Last Chance Saloon,https://play.google.com/store/books/details/Marian_Keyes_Last_Chance_Saloon?id=fbICuG73rJMC
3998,Marian Keyes,Angels,https://play.google.com/store/books/details/Marian_Keyes_Angels?id=QCF9AHclv_4C
1796,Marilynne Robinson,Gilead,https://play.google.com/store/books/details/Marilynne_Robinson_Gilead?id=sbDJeP1bZFsC
3638,Marilynne Robinson,Housekeeping,https://play.google.com/store/books/details/Marilynne_Robinson_Housekeeping?id=RMQMkQTUydoC
220,Mark Cotta Vaz,Twilight: The Complete Illustrated Movie Companion,https://play.google.com/store/books/details/Mark_Cotta_Vaz_Twilight_The_Complete_Illustrated_M?id=Xx8Mklkjx3EC
1109,Mark Cotta Vaz,New Moon: The Complete Illustrated Movie Companion,https://play.google.com/store/books/details/Mark_Cotta_Vaz_New_Moon_The_Official_Illustrated_M?id=O75RU_zrLG4C
1609,Mark Cotta Vaz,Eclipse: The Official Illustrated Movie Companion,https://play.google.com/store/books/details/Mark_Cotta_Vaz_The_Twilight_Saga_Eclipse_The_Offic?id=qKD7n-d4nBcC
2661,Mary Roach,Bonk: The Curious Coupling of Science and Sex,https://play.google.com/store/books/details/Mary_Roach_Bonk_The_Curious_Coupling_of_Science_an?id=KdPnfpMf7IoC
2841,Mary Roach,Packing for Mars: The Curious Science of Life in the Void ,https://play.google.com/store/books/details/Mary_Roach_Packing_for_Mars_The_Curious_Science_of?id=cg0ZR4rzzQoC
3933,Mary Roach,Spook: Science Tackles the Afterlife,https://play.google.com/store/books/details/Mary_Roach_Spook_Science_Tackles_the_Afterlife?id=gUYYaJ420lAC
5027,Matt Ridley,Genome: The Autobiography of a Species in 23 Chapters,https://play.google.com/store/books/details/Matt_Ridley_Genome?id=7O775xBxfMoC
8000,Matt Ridley,The Red Queen: Sex and the Evolution of Human Nature,https://play.google.com/store/books/details/Matt_Ridley_The_Red_Queen?id=dFXnk5TCHToC
5145,Mercedes Lackey,Arrows of the Queen (Heralds of Valdemar #1),https://play.google.com/store/books/details/Mercedes_Lackey_Arrows_of_the_Queen?id=W-iFJML2FVYC
6891,Mercedes Lackey,Magic's Pawn,https://play.google.com/store/books/details/Mercedes_Lackey_Magic_s_Pawn?id=fpt5oZpWrd8C
7893,Mercedes Lackey,Arrow's Fall,https://play.google.com/store/books/details/Mercedes_Lackey_Arrow_s_Fall?id=UKGIrTTuCkgC
985,Michael   Lewis,The Big Short: Inside the Doomsday Machine,https://play.google.com/store/books/details/Michael_Lewis_The_Big_Short_Inside_the_Doomsday_Ma?id=eParwQ0YdrcC
1154,Michael   Lewis,Moneyball: The Art of Winning an Unfair Game,https://play.google.com/store/books/details/Michael_Lewis_Moneyball_The_Art_of_Winning_an_Unfa?id=oIYNBodW-ZEC
1683,Michael   Lewis,Liar's Poker: Rising Through the Wreckage on Wall Street,https://play.google.com/store/books/details/Michael_Lewis_Liar_s_Poker?id=5NfZvS8gCeQC
2265,Michael  Grant,Lies,https://play.google.com/store/books/details/Michael_Grant_Lies?id=tfHuVE6oS3wC
2845,Michael  Grant,Plague,https://play.google.com/store/books/details/Michael_Grant_Plague?id=grLfk63ZDDsC
3777,Michael  Grant,Fear,https://play.google.com/store/books/details/Michael_Grant_Fear?id=-OpyAYthYRsC
575,Michael Crichton,Timeline,https://play.google.com/store/books/details/Michael_Crichton_Timeline?id=RUY4kLjX-5kC
1677,Michael Crichton,Next,https://play.google.com/store/books/details/Michael_Crichton_Next?id=Z3ej9wpGnvQC
3437,Nalini Singh,Slave to Sensation,https://play.google.com/store/books/details/Nalini_Singh_Slave_to_Sensation?id=iyZs0k9IFDUC
8702,Nalini Singh,Hostage to Pleasure,https://play.google.com/store/books/details/Nalini_Singh_Hostage_to_Pleasure?id=59YIhcpEjHkC
3314,Neal Stephenson,Quicksilver,https://play.google.com/store/books/details/Neal_Stephenson_Quicksilver?id=4-TyVp_IQegC
5306,Neal Stephenson,The Confusion,https://play.google.com/store/books/details/Neal_Stephenson_The_Confusion?id=3ah1hs4THvIC
5707,Neal Stephenson,The System of the World,https://play.google.com/store/books/details/Neal_Stephenson_The_System_of_the_World?id=FJgTILbX0IsC
4209,Nelson DeMille,The Lion,https://play.google.com/store/books/details/Nelson_DeMille_The_Lion?id=jw7Ax9CcwjQC
5013,Nelson DeMille,Wild Fire,https://play.google.com/store/books/details/Nelson_DeMille_Wild_Fire?id=RMZ3obDmKiIC
7742,Nelson DeMille,The Gate House,https://play.google.com/store/books/details/Nelson_DeMille_The_Gate_House?id=uVziYDsRDNsC
700,Philippa Gregory,The Constant Princess,https://play.google.com/store/books/details/Philippa_Gregory_The_Constant_Princess?id=4hNnSkK8pH4C
1501,Philippa Gregory,The Queen's Fool,https://play.google.com/store/books/details/Philippa_Gregory_The_Queen_s_Fool?id=CPmJAlJENMwC
2710,Philippa Gregory,The Virgin's Lover,https://play.google.com/store/books/details/Philippa_Gregory_The_Virgin_s_Lover?id=6CWwtDwV5Z8C
3758,Piers Anthony,On a Pale Horse,https://play.google.com/store/books/details/Piers_Anthony_On_a_Pale_Horse?id=27UFpADsJNkC
6002,Piers Anthony,Bearing an Hourglass,https://play.google.com/store/books/details/Piers_Anthony_Bearing_an_Hourglass?id=71tXFfvYO0gC
6973,Piers Anthony,Wielding a Red Sword,https://play.google.com/store/books/details/Piers_Anthony_Wielding_a_Red_Sword?id=RcFaPeKgSGwC
3656,Plum Sykes,Bergdorf Blondes,https://play.google.com/store/books/details/Plum_Sykes_Bergdorf_Blondes?id=7yxkAwAAQBAJ
5918,Plum Sykes,The Debutante Divorcée,https://play.google.com/store/books/details/Plum_Sykes_The_Debutante_Divorcee?id=FC1kAwAAQBAJ
2733,"Pseudonymous Bosch, Gilbert Ford",The Name of This Book Is Secret,https://play.google.com/store/books/details/Pseudonymous_Bosch_The_Name_of_this_Book_Is_Secret?id=4xOG8YjGykgC
5962,"Pseudonymous Bosch, Gilbert Ford","If You're Reading This, It's Too Late",https://play.google.com/store/books/details/Pseudonymous_Bosch_If_You_re_Reading_This_It_s_Too?id=tOTo80faVcAC
